Nome,Profissão,EstadoCivil,Sexo,Distrito,Concelho,DataNascimento,Email,customer_id
Lúcia Cardoso-Sá,Psicólogo,Viúvo,Feminino,Braga,Celorico de Basto,29/10/1972,lúcia.cardoso-sá@yahoo.com,C1592
Denis Brito,Professor,Divorciado,Masculino,Évora,Arraiolos,01/01/1991,denis.brito@gmail.com,C1593
Maria Correia,Analista de Dados,Solteiro,Feminino,Braga,Vizela,31/10/1999,maria.correia@sapo.pt,C1594
Daniela Amorim-Figueiredo,Farmacêutico,Solteiro,Feminino,Braga,Cabeceiras de Basto,16/07/1993,daniela.amorim-figueiredo@sapo.pt,C1595
Patrícia-Mariana Assunção,Engenheiro,Viúvo,Feminino,Braga,Vila Nova de Famalicão,05/07/1966,patrícia-mariana.assunção@yahoo.com,C1596
Vítor Paiva,Psicólogo,Casado,Masculino,Castelo Branco,Covilhã,06/02/1992,vítor.paiva@sapo.pt,C1597
Benjamim Matos-Neto,Motorista,Solteiro,Masculino,Setúbal,Almada,10/10/1983,benjamim.matos-neto@yahoo.com,C1598
Afonso de Lourenço,Médico,Viúvo,Masculino,Vila Real,Mesão Frio,09/08/1971,afonso.lourenço@hotmail.com,C1599
Núria Esteves,Rececionista,Solteiro,Feminino,Braga,Braga,03/09/1996,núria.esteves@yahoo.com,C1600
Mélanie Amaral,Programador,Viúvo,Feminino,Viseu,Viseu,09/12/1970,mélanie.amaral@gmail.com,C1601
Kelly-Petra Martins,Gestor de Projetos,Solteiro,Feminino,Lisboa,Sintra,26/03/2000,kelly-petra.martins@gmail.com,C1602
Laura Melo-Fernandes,Motorista,Divorciado,Feminino,Braga,Vila Nova de Famalicão,22/09/1991,laura.melo-fernandes@hotmail.com,C1603
Rúben Nunes,Gestor de Projetos,Divorciado,Masculino,Setúbal,Barreiro,06/11/1981,rúben.nunes@hotmail.com,C1604
Filipa Ribeiro,Engenheiro,Casado,Feminino,Aveiro,Estarreja,07/05/2004,filipa.ribeiro@gmail.com,C1605
Diego Jesus-Abreu,Médico,Solteiro,Masculino,Braga,Vizela,06/03/1991,diego.jesus-abreu@hotmail.com,C1606
Jéssica da Ribeiro,Cozinheiro,Casado,Feminino,Faro,Tavira,20/01/1977,jéssica.ribeiro@yahoo.com,C1607
Bruna Batista,Psicólogo,Divorciado,Feminino,Viana do Castelo,Ponte da Barca,15/05/1984,bruna.batista@gmail.com,C1608
Margarida-Violeta Ferreira,Empregado de Limpeza,Viúvo,Feminino,Aveiro,Murtosa,18/04/1981,margarida-violeta.ferreira@hotmail.com,C1609
Anita Vieira,Psicólogo,Solteiro,Feminino,Vila Real,Sabrosa,22/03/1985,anita.vieira@yahoo.com,C1610
Cláudio Assunção,Advogado,Casado,Masculino,Braga,Braga,15/04/1993,cláudio.assunção@outlook.com,C1611
Ivo do Pinheiro,Aposentado,Viúvo,Masculino,Braga,Braga,04/09/1962,ivo.pinheiro@outlook.com,C1612
Henrique Matos,Contabilista,Divorciado,Masculino,Castelo Branco,Oleiros,22/03/1997,henrique.matos@gmail.com,C1613
Ivan Alves,Arquiteto,Viúvo,Masculino,Leiria,Alcobaça,27/05/2000,ivan.alves@gmail.com,C1614
Alexandra Loureiro-Miranda,Estudante,Divorciado,Feminino,Braga,Esposende,31/12/2005,alexandra.loureiro-miranda@gmail.com,C1615
Nelson Freitas,Professor,Viúvo,Masculino,Vila Real,Mondim de Basto,22/07/1981,nelson.freitas@hotmail.com,C1616
Anita Pacheco,Designer Gráfico,Casado,Feminino,Braga,Esposende,28/02/1988,anita.pacheco@gmail.com,C1617
Diogo Castro,Enfermeiro,Viúvo,Masculino,Aveiro,Estarreja,28/02/2002,diogo.castro@yahoo.com,C1618
Gabriel Neto,Programador,Divorciado,Masculino,Porto,Matosinhos,20/06/1976,gabriel.neto@hotmail.com,C1619
Jorge de Nogueira,Estudante,Divorciado,Masculino,Viseu,Viseu,05/03/2007,jorge.nogueira@yahoo.com,C1620
Bryan do Barbosa,Analista de Dados,Viúvo,Masculino,Évora,Moura,21/10/1974,bryan.barbosa@hotmail.com,C1621
Gabriel Pereira-Nascimento,Enfermeiro,Solteiro,Masculino,Braga,Vizela,14/11/2003,gabriel.pereira-nascimento@outlook.com,C1622
Salomé Oliveira,Designer Gráfico,Viúvo,Feminino,Viana do Castelo,Vila Nova de Cerveira,02/11/1972,salomé.oliveira@sapo.pt,C1623
Tomás Correia,Gestor de Projetos,Divorciado,Masculino,Castelo Branco,Vila Velha de Ródão,23/11/1986,tomás.correia@sapo.pt,C1624
Clara Morais,Empregado de Limpeza,Divorciado,Feminino,Braga,Cabeceiras de Basto,28/03/1982,clara.morais@hotmail.com,C1625
Marta Coelho,Farmacêutico,Divorciado,Feminino,Porto,Felgueiras,28/03/1973,marta.coelho@hotmail.com,C1626
Daniel Sá,Professor,Divorciado,Masculino,Viseu,Sátão,19/08/2000,daniel.sá@yahoo.com,C1627
Erika Amorim,Estudante,Solteiro,Feminino,Braga,Barcelos,01/07/2001,erika.amorim@outlook.com,C1628
Hugo Torres,Empregado de Limpeza,Casado,Masculino,Bragança,Vinhais,26/06/1984,hugo.torres@sapo.pt,C1629
Eduarda-Anita Nunes,Carpinteiro,Solteiro,Feminino,Braga,Vila Nova de Famalicão,04/10/1983,eduarda-anita.nunes@gmail.com,C1630
Yara Machado,Estudante,Solteiro,Feminino,Braga,Guimarães,09/07/2005,yara.machado@sapo.pt,C1631
Jorge Mendes,Analista de Dados,Divorciado,Masculino,Braga,Vila Nova de Famalicão,05/03/1974,jorge.mendes@gmail.com,C1632
Mário Andrade,Psicólogo,Solteiro,Masculino,Coimbra,Coimbra,21/11/1976,mário.andrade@yahoo.com,C1633
Dinis da Pinheiro,Psicólogo,Solteiro,Masculino,Braga,Amares,10/01/1980,dinis.pinheiro@gmail.com,C1634
Mariana Fernandes,Motorista,Solteiro,Feminino,Viana do Castelo,Valença,30/05/1991,mariana.fernandes@sapo.pt,C1635
Gustavo Martins,Carpinteiro,Casado,Masculino,Aveiro,Ovar,10/10/1996,gustavo.martins@yahoo.com,C1636
Ema Pinho-Lima,Engenheiro,Casado,Feminino,Viana do Castelo,Ponte da Barca,16/05/1967,ema.pinho-lima@outlook.com,C1637
Diego Pinho,Eletricista,Divorciado,Masculino,Braga,Esposende,04/01/1985,diego.pinho@sapo.pt,C1638
Laura Barros,Rececionista,Solteiro,Feminino,Aveiro,Águeda,26/03/1992,laura.barros@gmail.com,C1639
Daniela Coelho,Programador,Casado,Feminino,Braga,Celorico de Basto,12/01/2000,daniela.coelho@outlook.com,C1640
Dinis Loureiro,Enfermeiro,Viúvo,Masculino,Porto,Vila Nova de Gaia,08/07/1983,dinis.loureiro@sapo.pt,C1641
Iara Melo,Enfermeiro,Viúvo,Feminino,Braga,Celorico de Basto,10/11/1971,iara.melo@hotmail.com,C1642
Luciana Soares-Maia,Psicólogo,Casado,Feminino,Porto,Póvoa de Varzim,20/01/1990,luciana.soares-maia@hotmail.com,C1643
Gil Campos,Agricultor,Casado,Masculino,Braga,Braga,29/12/1989,gil.campos@gmail.com,C1644
Ema Fonseca,Técnico de Marketing,Casado,Feminino,Braga,Braga,22/03/1968,ema.fonseca@sapo.pt,C1645
Leonardo Nunes,Arquiteto,Divorciado,Masculino,Vila Real,Mondim de Basto,18/10/1975,leonardo.nunes@sapo.pt,C1646
José Moreira,Estudante,Solteiro,Masculino,Viana do Castelo,Vila Nova de Cerveira,21/03/2004,josé.moreira@sapo.pt,C1647
Laura Freitas,Psicólogo,Viúvo,Feminino,Lisboa,Vila Franca de Xira,02/10/1973,laura.freitas@yahoo.com,C1648
César Ferreira,Farmacêutico,Divorciado,Masculino,Setúbal,Montijo,05/09/1967,césar.ferreira@outlook.com,C1649
Fernando Pinheiro,Empregado de Limpeza,Viúvo,Masculino,Braga,Cabeceiras de Basto,02/03/1995,fernando.pinheiro@yahoo.com,C1650
Joana Rodrigues,Arquiteto,Viúvo,Feminino,Setúbal,Sesimbra,24/06/1973,joana.rodrigues@gmail.com,C1651
Clara Tavares,Rececionista,Solteiro,Feminino,Aveiro,Albergaria-a-Velha,03/09/1969,clara.tavares@sapo.pt,C1652
Joel Garcia-Garcia,Médico,Viúvo,Masculino,Porto,Vila Nova de Gaia,21/07/1972,joel.garcia-garcia@yahoo.com,C1653
Teresa da Lopes,Contabilista,Divorciado,Feminino,Porto,Póvoa de Varzim,02/04/2003,teresa.lopes@outlook.com,C1654
Júlia Domingues,Técnico de Marketing,Viúvo,Feminino,Braga,Cabeceiras de Basto,09/04/1997,júlia.domingues@hotmail.com,C1655
Bárbara Assunção,Contabilista,Solteiro,Feminino,Setúbal,Montijo,09/02/2005,bárbara.assunção@hotmail.com,C1656
Kyara de Barbosa,Médico,Solteiro,Feminino,Braga,Barcelos,27/01/1970,kyara.barbosa@hotmail.com,C1657
Márcio Abreu,Empregado de Limpeza,Viúvo,Masculino,Coimbra,Coimbra,13/03/1983,márcio.abreu@sapo.pt,C1658
Mateus Morais-Barbosa,Professor,Viúvo,Masculino,Aveiro,Albergaria-a-Velha,22/01/1997,mateus.morais-barbosa@gmail.com,C1659
Beatriz Pires,Farmacêutico,Divorciado,Feminino,Braga,Celorico de Basto,26/09/1976,beatriz.pires@gmail.com,C1660
Amélia Andrade,Empregado de Limpeza,Divorciado,Feminino,Braga,Vizela,13/09/1965,amélia.andrade@sapo.pt,C1661
Yasmin Andrade,Aposentado,Casado,Feminino,Santarém,Almeirim,23/04/1954,yasmin.andrade@yahoo.com,C1662
Noah Gomes,Advogado,Viúvo,Masculino,Braga,Amares,11/06/1971,noah.gomes@hotmail.com,C1663
Sofia-Camila Antunes,Advogado,Viúvo,Feminino,Guarda,Manteigas,11/01/1991,sofia-camila.antunes@sapo.pt,C1664
Carolina Teixeira,Farmacêutico,Solteiro,Feminino,Vila Real,Valpaços,14/10/1990,carolina.teixeira@sapo.pt,C1665
Ema Andrade-Amorim,Estudante,Solteiro,Feminino,Porto,Vila Nova de Gaia,15/11/2004,ema.andrade-amorim@yahoo.com,C1666
Emma Morais-Brito,Analista de Dados,Viúvo,Feminino,Viana do Castelo,Ponte da Barca,08/08/1966,emma.morais-brito@hotmail.com,C1667
Rodrigo Teixeira,Motorista,Divorciado,Masculino,Viana do Castelo,Ponte da Barca,28/06/2002,rodrigo.teixeira@yahoo.com,C1668
Francisco Domingues,Farmacêutico,Divorciado,Masculino,Braga,Braga,30/04/1971,francisco.domingues@gmail.com,C1669
Mara-Juliana Nunes,Engenheiro,Viúvo,Feminino,Porto,Maia,18/07/1982,mara-juliana.nunes@yahoo.com,C1670
Noah Marques,Aposentado,Viúvo,Masculino,Braga,Amares,18/02/1952,noah.marques@yahoo.com,C1671
Raquel Matos,Advogado,Solteiro,Feminino,Vila Real,Peso da Régua,09/09/1974,raquel.matos@yahoo.com,C1672
Carlota de Melo,Farmacêutico,Casado,Feminino,Aveiro,Albergaria-a-Velha,19/03/1976,carlota.melo@gmail.com,C1673
Francisco Brito,Agricultor,Casado,Masculino,Braga,Braga,25/10/1983,francisco.brito@outlook.com,C1674
Violeta-Maria Magalhães,Médico,Casado,Feminino,Braga,Fafe,07/01/1971,violeta-maria.magalhães@gmail.com,C1675
Nádia-Jéssica Batista,Psicólogo,Casado,Feminino,Braga,Esposende,11/06/1998,nádia-jéssica.batista@sapo.pt,C1676
Tomé Brito,Agricultor,Viúvo,Masculino,Bragança,Vila Flor,02/12/1997,tomé.brito@outlook.com,C1677
Bianca Coelho,Arquiteto,Casado,Feminino,Braga,Vizela,07/03/1973,bianca.coelho@yahoo.com,C1678
Rui do Leal,Agricultor,Solteiro,Masculino,Braga,Esposende,30/10/2000,rui.leal@gmail.com,C1679
Diana-Eva Anjos,Programador,Solteiro,Feminino,Braga,Vizela,27/08/1981,diana-eva.anjos@outlook.com,C1680
Vicente Marques,Motorista,Viúvo,Masculino,Braga,Guimarães,01/09/1968,vicente.marques@gmail.com,C1681
Yara Campos,Cozinheiro,Casado,Feminino,Braga,Fafe,27/06/1984,yara.campos@yahoo.com,C1682
Jaime Cardoso,Médico,Viúvo,Masculino,Braga,Vizela,05/04/1982,jaime.cardoso@sapo.pt,C1683
Mara Neves,Psicólogo,Divorciado,Feminino,Faro,Vila do Bispo,30/05/1985,mara.neves@yahoo.com,C1684
Yara-Laura Pinho,Contabilista,Divorciado,Feminino,Viseu,Viseu,06/01/2002,yara-laura.pinho@yahoo.com,C1685
Benjamim Faria,Professor,Casado,Masculino,Braga,Amares,30/09/1973,benjamim.faria@yahoo.com,C1686
Letícia Monteiro-Domingues,Analista de Dados,Solteiro,Feminino,Porto,Felgueiras,01/10/1976,letícia.monteiro-domingues@hotmail.com,C1687
Vera Morais-Magalhães,Psicólogo,Viúvo,Feminino,Bragança,Vila Flor,04/12/1974,vera.morais-magalhães@gmail.com,C1688
Amélia Reis,Agricultor,Divorciado,Feminino,Braga,Vila Nova de Famalicão,11/04/1999,amélia.reis@yahoo.com,C1689
Ana Andrade,Rececionista,Viúvo,Feminino,Viana do Castelo,Monção,24/09/1998,ana.andrade@sapo.pt,C1690
Marco Castro,Professor,Viúvo,Masculino,Braga,Vila Nova de Famalicão,23/06/1967,marco.castro@hotmail.com,C1691
Débora de Cardoso,Empregado de Limpeza,Solteiro,Feminino,Santarém,Benavente,26/11/1986,débora.cardoso@yahoo.com,C1692
Lisandro Costa,Professor,Casado,Masculino,Coimbra,Figueira da Foz,13/03/1984,lisandro.costa@gmail.com,C1693
Marcos Brito,Advogado,Solteiro,Masculino,Coimbra,Arganil,12/06/1990,marcos.brito@gmail.com,C1694
Nuno Barbosa,Contabilista,Viúvo,Masculino,Braga,Amares,19/05/1967,nuno.barbosa@yahoo.com,C1695
Leandro Reis,Técnico de Marketing,Divorciado,Masculino,Bragança,Vinhais,07/07/1980,leandro.reis@gmail.com,C1696
Gaspar Esteves,Aposentado,Solteiro,Masculino,Bragança,Bragança,10/09/1947,gaspar.esteves@sapo.pt,C1697
Benedita Fernandes,Gestor de Projetos,Casado,Feminino,Guarda,Figueira de Castelo Rodrigo,25/02/1983,benedita.fernandes@hotmail.com,C1698
César Pinheiro-Soares,Engenheiro,Solteiro,Masculino,Braga,Cabeceiras de Basto,15/04/1976,césar.pinheiro-soares@yahoo.com,C1699
Mateus Ferreira,Enfermeiro,Divorciado,Masculino,Porto,Valongo,28/09/1978,mateus.ferreira@gmail.com,C1700
Lourenço Teixeira,Professor,Divorciado,Masculino,Porto,Santo Tirso,23/10/1990,lourenço.teixeira@hotmail.com,C1701
Helena Fernandes,Rececionista,Casado,Feminino,Beja,Odemira,17/04/1983,helena.fernandes@yahoo.com,C1702
Diego Antunes,Agricultor,Divorciado,Masculino,Vila Real,Sabrosa,25/01/1973,diego.antunes@outlook.com,C1703
Bruna Pinto,Rececionista,Solteiro,Feminino,Beja,Ferreira do Alentejo,29/08/1984,bruna.pinto@hotmail.com,C1704
Lisandro Pereira,Engenheiro,Divorciado,Masculino,Braga,Amares,26/04/1980,lisandro.pereira@gmail.com,C1705
Joaquim Neves,Engenheiro,Solteiro,Masculino,Bragança,Vimioso,22/01/1994,joaquim.neves@hotmail.com,C1706
Leonor Amaral,Estudante,Solteiro,Feminino,Faro,Olhão,09/05/2002,leonor.amaral@hotmail.com,C1707
Inês Sá-Carneiro,Psicólogo,Viúvo,Feminino,Braga,Amares,17/11/1984,inês.sá-carneiro@gmail.com,C1708
Ângela Lopes,Designer Gráfico,Divorciado,Feminino,Braga,Braga,09/06/1980,ângela.lopes@sapo.pt,C1709
Sandro Magalhães,Comerciante,Divorciado,Masculino,Porto,Póvoa de Varzim,25/08/1994,sandro.magalhães@hotmail.com,C1710
Joana Baptista-Jesus,Técnico de Marketing,Divorciado,Feminino,Porto,Porto,21/01/2003,joana.baptista-jesus@hotmail.com,C1711
Anita da Barros,Comerciante,Solteiro,Feminino,Lisboa,Lisboa,24/01/1982,anita.barros@outlook.com,C1712
Ângela Simões,Arquiteto,Casado,Feminino,Braga,Barcelos,01/12/1966,ângela.simões@sapo.pt,C1713
Lara Matos-Martins,Contabilista,Solteiro,Feminino,Vila Real,Mondim de Basto,09/04/2001,lara.matos-martins@sapo.pt,C1714
Wilson Simões,Psicólogo,Divorciado,Masculino,Vila Real,Vila Real,03/04/1974,wilson.simões@hotmail.com,C1715
Gil Lourenço,Eletricista,Viúvo,Masculino,Castelo Branco,Oleiros,04/11/1973,gil.lourenço@yahoo.com,C1716
Henrique Pinto,Estudante,Casado,Masculino,Faro,Vila Real de Santo António,27/05/2007,henrique.pinto@hotmail.com,C1717
Valentim Valente,Motorista,Solteiro,Masculino,Guarda,Manteigas,01/06/1988,valentim.valente@yahoo.com,C1718
Mara Valente,Designer Gráfico,Divorciado,Feminino,Braga,Celorico de Basto,11/10/1971,mara.valente@hotmail.com,C1719
Beatriz do Pereira,Técnico de Marketing,Viúvo,Feminino,Vila Real,Alijó,09/06/1982,beatriz.pereira@sapo.pt,C1720
Constança Magalhães,Farmacêutico,Solteiro,Feminino,Braga,Fafe,10/03/1966,constança.magalhães@sapo.pt,C1721
Miguel Coelho,Engenheiro,Divorciado,Masculino,Lisboa,Sintra,25/01/1979,miguel.coelho@outlook.com,C1722
Guilherme Carneiro,Carpinteiro,Solteiro,Masculino,Viana do Castelo,Viana do Castelo,05/10/1976,guilherme.carneiro@hotmail.com,C1723
Ismael Esteves,Empregado de Limpeza,Divorciado,Masculino,Porto,Porto,02/07/1989,ismael.esteves@sapo.pt,C1724
Camila Pereira-Coelho,Gestor de Projetos,Casado,Feminino,Viana do Castelo,Ponte da Barca,09/07/2003,camila.pereira-coelho@yahoo.com,C1725
Artur Sá,Comerciante,Casado,Masculino,Braga,Cabeceiras de Basto,17/04/2003,artur.sá@sapo.pt,C1726
Lúcia Silva,Enfermeiro,Solteiro,Feminino,Braga,Celorico de Basto,26/07/2004,lúcia.silva@sapo.pt,C1727
Enzo Baptista,Gestor de Projetos,Solteiro,Masculino,Braga,Vizela,20/12/1965,enzo.baptista@sapo.pt,C1728
Ismael Paiva,Advogado,Divorciado,Masculino,Porto,Póvoa de Varzim,26/11/1999,ismael.paiva@gmail.com,C1729
Andreia Rocha-Jesus,Técnico de Marketing,Divorciado,Feminino,Vila Real,Vila Pouca de Aguiar,30/07/1997,andreia.rocha-jesus@sapo.pt,C1730
Rui do Macedo,Engenheiro,Viúvo,Masculino,Braga,Fafe,11/04/1991,rui.macedo@gmail.com,C1731
Noah Ramos,Eletricista,Divorciado,Masculino,Braga,Guimarães,23/11/2002,noah.ramos@outlook.com,C1732
António Castro,Enfermeiro,Viúvo,Masculino,Braga,Esposende,23/08/1977,antónio.castro@sapo.pt,C1733
Paulo Vaz,Empregado de Limpeza,Solteiro,Masculino,Braga,Braga,26/01/1979,paulo.vaz@outlook.com,C1734
Diego Brito,Rececionista,Solteiro,Masculino,Bragança,Alfândega da Fé,15/05/1995,diego.brito@hotmail.com,C1735
Rafael da Garcia,Eletricista,Viúvo,Masculino,Viana do Castelo,Melgaço,19/10/1986,rafael.garcia@gmail.com,C1736
Fernando da Leal,Analista de Dados,Divorciado,Masculino,Lisboa,Loures,22/02/2003,fernando.leal@hotmail.com,C1737
Luna Ferreira,Advogado,Casado,Feminino,Braga,Fafe,13/07/1971,luna.ferreira@sapo.pt,C1738
Lara Leite,Advogado,Viúvo,Feminino,Santarém,Coruche,30/12/1968,lara.leite@sapo.pt,C1739
Bruna Branco,Motorista,Divorciado,Feminino,Braga,Celorico de Basto,06/10/2004,bruna.branco@sapo.pt,C1740
Nádia Moreira,Comerciante,Divorciado,Feminino,Aveiro,Oliveira de Azeméis,13/10/1994,nádia.moreira@yahoo.com,C1741
Gonçalo Faria,Motorista,Viúvo,Masculino,Braga,Esposende,09/11/1998,gonçalo.faria@hotmail.com,C1742
Rodrigo Sousa,Técnico de Marketing,Solteiro,Masculino,Guarda,Celorico da Beira,14/01/1996,rodrigo.sousa@yahoo.com,C1743
Gustavo Paiva-Abreu,Técnico de Marketing,Casado,Masculino,Braga,Braga,17/01/1989,gustavo.paiva-abreu@hotmail.com,C1744
Manuel Neto,Arquiteto,Solteiro,Masculino,Setúbal,Alcácer do Sal,31/05/1993,manuel.neto@yahoo.com,C1745
Miguel Matias,Engenheiro,Casado,Masculino,Lisboa,Mafra,26/10/1975,miguel.matias@outlook.com,C1746
Matias Alves,Designer Gráfico,Viúvo,Masculino,Coimbra,Coimbra,25/03/1970,matias.alves@gmail.com,C1747
Núria da Matias,Rececionista,Casado,Feminino,Braga,Barcelos,25/04/2005,núria.matias@hotmail.com,C1748
Miguel Valente,Motorista,Divorciado,Masculino,Bragança,Alfândega da Fé,21/02/1986,miguel.valente@hotmail.com,C1749
Iara Assunção,Enfermeiro,Viúvo,Feminino,Porto,Felgueiras,07/02/1987,iara.assunção@yahoo.com,C1750
Brian Vaz,Cozinheiro,Divorciado,Masculino,Viana do Castelo,Monção,18/10/1971,brian.vaz@outlook.com,C1751
Kyara do Branco,Carpinteiro,Viúvo,Feminino,Porto,Gondomar,02/01/1987,kyara.branco@yahoo.com,C1752
Xavier Jesus,Enfermeiro,Divorciado,Masculino,Braga,Vizela,09/05/1982,xavier.jesus@outlook.com,C1753
Gabriel Neves,Professor,Viúvo,Masculino,Porto,Maia,17/06/1986,gabriel.neves@hotmail.com,C1754
Mário Sá,Programador,Casado,Masculino,Évora,Borba,05/02/1993,mário.sá@hotmail.com,C1755
Violeta Nascimento,Enfermeiro,Casado,Feminino,Porto,Felgueiras,30/07/1991,violeta.nascimento@outlook.com,C1756
Luísa Lopes,Comerciante,Viúvo,Feminino,Vila Real,Vila Real,29/06/1991,luísa.lopes@gmail.com,C1757
Mafalda Reis,Agricultor,Casado,Feminino,Bragança,Macedo de Cavaleiros,09/09/2000,mafalda.reis@yahoo.com,C1758
Kelly do Moura,Cozinheiro,Solteiro,Feminino,Vila Real,Alijó,22/09/1965,kelly.moura@yahoo.com,C1759
Dinis Almeida,Cozinheiro,Casado,Masculino,Braga,Celorico de Basto,05/06/1998,dinis.almeida@sapo.pt,C1760
Mário Neto,Motorista,Viúvo,Masculino,Viseu,Lamego,01/11/1969,mário.neto855@gmail.com,C1761
Kelly Henriques,Advogado,Casado,Feminino,Santarém,Ourém,14/09/1985,kelly.henriques@sapo.pt,C1762
Jorge Lourenço,Agricultor,Divorciado,Masculino,Vila Real,Peso da Régua,29/04/1993,jorge.lourenço@sapo.pt,C1763
Inês Assunção,Enfermeiro,Solteiro,Feminino,Porto,Amarante,17/05/2003,inês.assunção@gmail.com,C1764
Petra Pereira,Gestor de Projetos,Divorciado,Feminino,Braga,Vizela,06/04/1966,petra.pereira@hotmail.com,C1765
Fabiana Freitas-Batista,Psicólogo,Viúvo,Feminino,Braga,Vila Nova de Famalicão,27/01/1979,fabiana.freitas-batista@outlook.com,C1766
Lia Lima,Médico,Divorciado,Feminino,Coimbra,Montemor-o-Velho,06/06/1969,lia.lima@hotmail.com,C1767
Flor Marques,Médico,Viúvo,Feminino,Guarda,Sabugal,05/01/1991,flor.marques@yahoo.com,C1768
Henrique Moreira,Designer Gráfico,Viúvo,Masculino,Braga,Braga,13/10/2003,henrique.moreira@sapo.pt,C1769
Benjamim da Pacheco,Enfermeiro,Divorciado,Masculino,Braga,Barcelos,04/02/1983,benjamim.pacheco@yahoo.com,C1770
Mafalda Neves,Advogado,Viúvo,Feminino,Porto,Matosinhos,13/03/1998,mafalda.neves@hotmail.com,C1771
Isaac Barbosa,Engenheiro,Solteiro,Masculino,Braga,Celorico de Basto,11/03/2003,isaac.barbosa@hotmail.com,C1772
Filipe Henriques,Farmacêutico,Solteiro,Masculino,Viana do Castelo,Vila Nova de Cerveira,18/11/1966,filipe.henriques@outlook.com,C1773
Simão Coelho-Abreu,Comerciante,Solteiro,Masculino,Coimbra,Coimbra,16/12/1989,simão.coelho-abreu@hotmail.com,C1774
Kévim Andrade,Aposentado,Divorciado,Masculino,Braga,Amares,19/09/1960,kévim.andrade@outlook.com,C1775
Brian Batista,Estudante,Viúvo,Masculino,Braga,Guimarães,14/07/2003,brian.batista@outlook.com,C1776
Lucas Lima,Carpinteiro,Solteiro,Masculino,Braga,Barcelos,08/01/1969,lucas.lima@hotmail.com,C1777
Erika Freitas,Analista de Dados,Viúvo,Feminino,Braga,Esposende,07/07/1970,erika.freitas@outlook.com,C1778
Júlia Miranda,Cozinheiro,Solteiro,Feminino,Lisboa,Alenquer,16/01/1967,júlia.miranda@hotmail.com,C1779
André Pacheco,Designer Gráfico,Viúvo,Masculino,Guarda,Fornos de Algodres,05/05/1988,andré.pacheco@hotmail.com,C1780
Júlia Nascimento,Técnico de Marketing,Solteiro,Feminino,Braga,Vizela,23/02/1990,júlia.nascimento@hotmail.com,C1781
Luísa Andrade,Contabilista,Divorciado,Feminino,Aveiro,Anadia,16/09/2003,luísa.andrade@sapo.pt,C1782
Alícia Esteves,Médico,Divorciado,Feminino,Vila Real,Mesão Frio,25/10/1969,alícia.esteves@sapo.pt,C1783
Bernardo de Simões,Aposentado,Divorciado,Masculino,Braga,Braga,16/06/1947,bernardo.simões@hotmail.com,C1784
Teresa Mota,Designer Gráfico,Viúvo,Feminino,Viana do Castelo,Ponte da Barca,02/10/1994,teresa.mota@outlook.com,C1785
Violeta Alves,Estudante,Casado,Feminino,Braga,Cabeceiras de Basto,28/02/2005,violeta.alves@outlook.com,C1786
Mia Lopes,Carpinteiro,Solteiro,Feminino,Porto,Porto,22/09/1984,mia.lopes@gmail.com,C1787
Vítor Matias-Ramos,Eletricista,Solteiro,Masculino,Braga,Braga,10/05/1996,vítor.matias-ramos@hotmail.com,C1788
Valentim Moreira,Rececionista,Solteiro,Masculino,Porto,Póvoa de Varzim,01/06/1993,valentim.moreira@sapo.pt,C1789
Letícia Azevedo-Gaspar,Comerciante,Solteiro,Feminino,Viana do Castelo,Valença,03/12/1995,letícia.azevedo-gaspar@yahoo.com,C1790
Emma-Daniela Pinho,Eletricista,Viúvo,Feminino,Braga,Vizela,04/04/1990,emma-daniela.pinho@hotmail.com,C1791
Eduarda Brito,Psicólogo,Divorciado,Feminino,Braga,Esposende,02/05/1995,eduarda.brito@sapo.pt,C1792
Ângelo Paiva,Médico,Solteiro,Masculino,Viseu,Carregal do Sal,13/01/1982,ângelo.paiva@hotmail.com,C1793
Álvaro do Pereira,Agricultor,Casado,Masculino,Braga,Guimarães,09/03/1990,álvaro.pereira@hotmail.com,C1794
Irina Almeida,Engenheiro,Casado,Feminino,Setúbal,Alcácer do Sal,18/10/1985,irina.almeida@sapo.pt,C1795
Mateus da Borges,Comerciante,Viúvo,Masculino,Braga,Celorico de Basto,14/11/1971,mateus.borges@outlook.com,C1796
Sofia Almeida,Programador,Viúvo,Feminino,Vila Real,Sabrosa,30/06/1980,sofia.almeida@yahoo.com,C1797
Micael Alves,Carpinteiro,Viúvo,Masculino,Braga,Guimarães,30/04/1985,micael.alves@gmail.com,C1798
Manuel Correia,Agricultor,Casado,Masculino,Porto,Valongo,12/08/1981,manuel.correia@sapo.pt,C1799
Renato Guerreiro-Leite,Analista de Dados,Casado,Masculino,Coimbra,Cantanhede,05/05/1981,renato.guerreiro-leite@gmail.com,C1800
Kelly-Matilde Branco,Designer Gráfico,Solteiro,Feminino,Braga,Esposende,07/01/1980,kelly-matilde.branco@outlook.com,C1801
Kévim Moreira,Rececionista,Solteiro,Masculino,Braga,Braga,22/11/1976,kévim.moreira@gmail.com,C1802
Fernando Costa,Engenheiro,Divorciado,Masculino,Braga,Braga,08/09/1998,fernando.costa@yahoo.com,C1803
Inês Soares,Enfermeiro,Casado,Feminino,Braga,Amares,27/11/2002,inês.soares@gmail.com,C1804
Leonardo Amaral,Motorista,Casado,Masculino,Aveiro,Murtosa,27/11/1989,leonardo.amaral@hotmail.com,C1805
